,Weight (kg),Height (m),Fat_Percentage,Water_Intake (liters),BMI,Physical exercise,Proteins,Calories,BMI_calc,cal_from_macros,protein_per_kg,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc
7057,74.17,1.76,27.527882408196,1.51,23.94,0.04,71.76,1856.0,23.944344008264466,1429.45,0.967507078333558,751.0799999999999,53.75256961784103,852.7939999999999,1.3854598326421946e+20
7058,55.07,1.56,22.24436943163903,2.29,22.63,0.97,107.02,1525.0,22.62902695595003,2133.76,1.9433448338478296,1015.06,42.82002575399638,408.03,9.008820437875052e+19
7059,71.03,1.97,19.57546577085173,3.61,18.3,0.05,83.52,2079.0,18.302455615965368,1666.3200000000002,1.1758411938617486,1355.64,57.12554666296402,521.6726,1.0240120630731515e+20
7060,82.45,1.72,28.49209661530916,2.71,27.87,0.01,88.08,2287.0,27.8697944835046,1772.08,1.0682838083687085,1560.41,58.9582663406776,691.9105999999999,7.251774761930568e+19
7061,46.97,1.73,20.83995502784173,2.59,15.69,-0.01,97.51,1417.0,15.693808680543953,1944.19,2.076005961251863,430.67,37.18147312342274,689.5438,6.008087021011169e+19
7062,125.6,2.0,32.02783554539139,3.12,31.4,-0.02,75.88,3191.0,31.4,1526.88,0.6041401273885351,1883.22,85.37303855498841,941.2016,7.8796507203771e+19
7063,45.24,1.73,20.69464352092502,2.59,15.12,1.99,121.27,1334.0,15.115773998463029,2430.75,2.6805923961096374,604.26,35.877743271133525,600.5547999999999,1.1334762624210303e+20
7064,103.35,1.98,26.260160900079804,2.8,26.36,-0.0,89.02,2803.0,26.36210590756045,1793.61,0.8613449443638123,1604.0,76.21012370976752,858.075,7.3737115187001795e+19
7065,101.48,1.67,34.13545818598078,2.91,36.39,0.02,124.77,2796.0,36.387106027466025,2498.8,1.2295033504138746,2167.37,66.83933703286671,349.6376,6.225492781130373e+19
7066,115.02,1.92,30.58581695933902,2.2,31.2,-0.01,105.91,2936.0,31.201171875,2111.13,0.9207963832376976,1963.19,79.84019333336826,1007.073,1.454383899429479e+20
7067,115.33,1.67,35.0,2.48,41.35,-0.03,111.16,3057.0,41.35322170031195,2226.75,0.9638428856325328,1236.92,74.9645,982.2288,9.910108840109682e+19
7068,62.07,1.54,26.763239604600795,2.72,26.17,0.02,90.59,1718.0,26.172204418957666,1820.51,1.4594812308683744,-308.44000000000005,45.45805717742429,1364.493,8.622968353483076e+19
7069,57.53,1.61,25.61483868186412,2.71,22.19,0.0,92.01,1607.0,22.1943597855021,1836.37,1.5993394750564924,-369.0,42.793783306323576,1267.6419999999998,5.842994989306901e+19
7070,61.92,1.84,21.858281635832817,2.28,18.29,0.0,84.24,1571.0,18.28922495274102,1688.31,1.3604651162790695,1131.0,48.38535201109232,356.45,1.0040515410563124e+20
7071,63.38,1.53,28.777478303235704,2.29,27.08,0.0,93.79,1661.0,27.075056602161563,1881.4300000000003,1.479804354686021,-77.03999999999996,45.14083425140921,449.196,2.4084708701142106e+17
7072,65.52,1.77,23.84906502064125,2.59,20.91,-0.04,114.97,1818.0,20.913530594656702,2304.25,1.7547313797313795,740.1199999999999,49.89409259847584,625.759,8.967064452936032e+19
7073,78.67,1.7,27.75251826941744,2.08,27.22,-0.02,77.34,2114.0,27.221453287197235,1545.58,0.9830939366975976,333.48,56.8370938774493,899.289,5.769022030948166e+19
7074,44.17,1.77,22.03147411409473,1.6,14.1,0.0,111.24,1489.0,14.098758338919213,2223.61,2.518451437627349,301.0,34.43869788380436,395.136,1.842145010365681e+17
7075,63.35,1.8,22.427792134667417,2.58,19.55,0.0,92.36,1691.0,19.55246913580247,1857.72,1.4579321231254931,1180.6,49.1419936826882,397.0448,7.208656971047602e+19
7076,115.82,1.69,35.0,2.41,40.55,-0.05,93.61,3013.0,40.55180140751374,1873.69,0.808236919357624,2663.84,75.283,382.4798,1.1093894562162798e+20
7077,42.17,1.76,16.83118583648078,2.19,13.61,-0.01,80.64,1304.0,13.613765495867767,1609.86,1.9122599004031304,-131.5,35.07228893275606,1044.493,1.09292113449341e+20
7078,90.06,1.66,33.390150836351026,2.09,32.68,-0.03,101.03,2380.0,32.68253737842938,2007.24,1.121807683766378,1111.74,59.98883015678228,944.988,1.0390916664515808e+20
7079,64.85,1.52,28.40118934488844,2.4,28.07,-0.01,68.49,1631.0,28.068732686980606,1373.67,1.056129529683886,547.6199999999999,46.43182870983984,896.7684,1.206079496042868e+20
7080,45.84,1.72,20.25073323278132,2.58,15.49,-0.02,112.69,1439.0,15.49486208761493,2264.89,2.458333333333333,-395.8,36.55706388609304,993.0716,1.0219069785608064e+20
7081,51.08,1.65,22.64316860494009,2.31,18.76,0.01,93.35,1396.0,18.76216712580349,1857.4,1.82752545027408,-49.40000000000009,39.51386947659661,986.4344,6.476345341386137e+19
7082,85.44,1.74,27.05682756229373,3.47,28.22,-0.01,102.08,2378.0,28.22037257233452,2043.9,1.194756554307116,935.0,62.32264653077624,1257.297,6.79459902687076e+19
7083,50.73,1.7,24.7658764218939,2.31,17.55,0.01,88.51,1316.0,17.55363321799308,1764.77,1.7447269860043368,464.6,38.16627089117323,850.9098,5.323718318330063e+19
7084,54.87,1.77,16.60928195320371,2.91,17.51,-0.01,96.66,1470.0,17.514124293785308,1946.2,1.7616183706943684,613.2,45.756486992277125,779.9736,5.054374924488056e+19
7085,56.94,1.89,19.145363331795284,3.49,15.94,-0.02,124.14,1406.0,15.940203241790543,2480.8,2.1801896733403585,287.29999999999995,46.038630118875766,787.2031999999999,8.315836556280073e+19
7086,78.74,1.67,28.121593102270907,2.49,28.23,3.97,175.73,2212.0,28.23335365197748,3508.53,2.231775463550928,1001.39,56.59705759127188,773.6736000000001,7.761397108581042e+19
7087,52.34,1.85,15.284503443664178,2.49,15.29,0.02,97.45,1381.0,15.29291453615778,1951.29,1.8618647306075653,325.0,44.34009089758617,744.24,3.2186392180358824e+19
7088,64.6,1.52,30.08052433473784,2.41,27.96,-0.04,68.38,1858.0,27.96052631578948,1365.19,1.0585139318885448,366.99,45.16798127975935,897.5063999999999,1.21421186974952e+20
7089,72.4,1.96,22.579973640598155,2.51,18.85,1.98,108.23,2090.0,18.846314035818413,2168.7000000000003,1.494889502762431,1760.0,56.05209908420694,338.52,6.586768520534404e+19
7090,85.79,1.93,24.72058111385596,3.5,23.03,1.01,104.21,2381.0,23.03149077827593,2089.78,1.2147103392003729,563.8,64.58221346242298,1221.5,8.449374924032944e+19
7091,83.25,1.8,28.63575746717246,2.9,25.69,-0.03,92.92,2292.0,25.694444444444443,1856.0,1.1161561561561562,1518.4,59.41073190857893,522.4908,6.037468903798116e+19
7092,70.21,1.57,32.79662352026746,2.1,28.48,0.02,103.99,1846.0,28.48391415473244,2091.75,1.4811280444381143,729.3299999999999,47.18349062642021,794.9549999999999,9.008820437875052e+19
7093,57.86,1.93,17.098130560289032,3.7,15.53,0.01,103.01,1444.0,15.533302907460603,2064.04,1.7803318354649154,146.92000000000007,47.967021657816765,903.744,6.00662122795287e+19
7094,59.88,1.67,26.24040154079832,1.92,21.47,-0.03,98.25,1697.0,21.470830793502817,1971.88,1.6407815631262523,911.66,44.16724755736997,642.7936,1.1166941577277909e+20
7095,46.31,1.76,16.549308630153703,1.67,14.95,-0.0,77.99,1517.0,14.950284090909092,1555.23,1.684085510688836,479.3399999999999,38.64601517337582,1032.7104,1.0541257074315475e+20
7096,83.23,1.94,26.13269789491932,3.52,22.11,-0.01,98.33,2273.0,22.11446487405676,1967.08,1.181424966959029,-313.30999999999995,61.479755542058655,1326.5128,1.2584029030581982e+20
7097,49.65,1.61,20.81971425517632,2.69,19.15,1.0,124.15,1491.0,19.15435361290073,2490.38,2.500503524672709,507.6,39.31301187230496,866.4648,1.9025461670260376e+19
7098,58.77,1.77,24.87204693996305,2.72,18.76,0.98,84.52,1767.0,18.75897730537202,1694.58,1.4381487153309511,837.25,44.15269801338371,971.6874,7.61216337773707e+19
7099,48.73,1.69,23.20071140304118,2.4,17.06,0.02,74.03,1318.0,17.06172753054865,1472.7800000000002,1.5191873589164786,394.84,37.42429333329803,753.774,1.0628020438425031e+20
7100,84.26,1.76,25.26018353119822,3.5,27.2,-0.03,100.18,2402.0,27.201704545454547,1993.52,1.1889389983384762,1090.59,62.97576935661238,1181.4768,8.983746412337486e+19
7101,57.18,1.75,23.47075821918452,2.7,18.67,0.0,118.22,1723.0,18.671020408163265,2352.23,2.067506121021336,-781.4200000000001,43.75942045027029,1244.18,9.819485618121933e+19
7102,63.91,1.63,24.44641586601979,2.71,24.05,-0.01,120.17,1837.0,24.054349053408107,2398.83,1.880300422469097,-97.40000000000008,48.28629562002675,1286.4132000000002,7.838823868401127e+19
7103,72.07,1.94,19.597230600816346,2.9,19.15,1.0,79.61,1876.0,19.1492188330322,1604.83,1.1046205078396003,307.3900000000001,57.94627590599165,1017.987,8.859293048246446e+19
7104,82.18,1.85,24.66817241083768,3.1,24.01,0.01,62.52,2317.0,24.01168736303872,1247.33,0.7607690435629106,1145.8,61.907695912773605,903.5076,1.370572407315986e+20
7105,72.63,1.8,23.40611268348704,2.1,22.42,0.0,122.98,2166.0,22.416666666666664,2452.4300000000003,1.693239708109597,1219.63,55.63014035798336,565.0164,1.1440126445262176e+20
7106,46.39,1.63,21.12041291793416,2.11,17.46,0.01,93.41,1216.0,17.460197975083744,1876.56,2.013580513041604,436.49,36.59224044737034,823.0028,8.396128682753086e+19
7107,90.81,1.71,30.155419272105952,3.39,31.06,0.02,102.27,2377.0,31.05570944906125,2050.54,1.1261975553353154,1211.57,63.425863759000585,803.5200000000001,1.423144951670065e+20
7108,110.48,1.91,33.40690963901184,2.89,30.28,0.01,61.29,3018.0,30.2842575587292,1219.9,0.5547610427226647,1435.78,73.57204623081971,952.501,1.17958089593793e+20
7109,60.85,1.54,25.646505847041883,1.59,25.66,-0.01,79.73,1571.0,25.657783774666893,1591.97,1.3102711585866886,324.04,45.24410119207501,944.788,1.1750824292637952e+20
7110,118.06,1.9,33.3561768209386,3.2,32.7,-0.01,82.88,2999.0,32.70360110803324,1661.11,0.7020159241063866,2345.01,78.6796976451999,465.2472,9.158436174673496e+19
7111,70.85,1.68,27.604496695159803,2.51,25.1,-0.01,119.63,1857.0,25.102749433106577,2387.19,1.688496824276641,1083.4,51.29221409147927,610.0379999999999,7.807416464581268e+18
7112,83.96,1.82,27.662652489632737,3.49,25.35,-0.01,92.72,2437.0,25.34718029223524,1855.29,1.1043353978084802,952.72,60.73443696970436,1373.358,1.1240410511876124e+20
7113,92.44,1.74,29.559358199434257,3.1,30.53,-0.0,111.86,2343.0,30.532434931959305,2250.3,1.2100822154911297,935.92,65.11532928044298,989.3708,8.325592047569909e+19
7114,62.5,1.62,28.850520915552984,1.9,23.81,-0.01,87.46,1753.0,23.814967230605085,1754.1,1.39936,1303.79,44.46842442777939,466.344,7.316004616375289e+19
7115,85.44,1.81,26.57737124672536,3.51,26.08,0.03,112.76,2409.0,26.07978999420042,2244.67,1.319756554307116,1201.86,62.73229400679784,1107.475,1.0226082508677176e+20
7116,50.5,1.78,16.36161024792187,2.28,15.94,0.0,113.96,1263.0,15.938644110592096,2272.91,2.2566336633663364,703.02,42.23738682479946,594.558,8.596831790783445e+19
7117,59.66,1.52,25.917664028596217,2.69,25.82,4.01,158.74,1912.0,25.82236842105263,3181.6800000000003,2.660744217230976,681.5,44.1975216405395,1092.5068,7.824023852476791e+19
7118,64.26,1.63,26.65010080018993,2.0,24.19,0.0,97.75,1645.0,24.18608152358012,1954.61,1.521164021164021,831.4,47.13464522579796,746.5231999999999,5.391324789448439e+19
7119,72.37,1.94,19.392436117315725,2.88,19.23,1.03,80.09,1913.0,19.22892974811351,1615.06,1.1066740362028464,336.20000000000005,58.335693981898615,1024.8324,8.84693136538608e+19
7120,64.27,1.78,21.21807729586824,1.81,20.28,-0.0,86.22,1826.0,20.284686276985227,1705.61,1.3415279290493232,559.8599999999999,50.63314172194548,963.0984,1.2133964718387746e+20
7121,53.67,1.7,18.1083797445571,2.07,18.57,-0.05,124.06,1403.0,18.570934256055367,2476.56,2.311533445127632,1007.0,43.95123259109621,424.98,9.523372447058253e+19
7122,57.5,1.93,22.795117269462644,3.72,15.44,-0.0,103.5,1671.0,15.436656017611211,2055.41,1.8,384.5999999999999,44.39280757005898,895.3611999999999,5.914906809440221e+19
7123,118.61,1.9,29.832774530216327,3.2,32.86,0.0,83.5,3175.0,32.85595567867036,1663.29,0.703987859371048,2375.67,83.2253461297104,465.168,9.14570875594754e+19
7124,88.97,1.63,33.5352600250139,3.5,33.49,1.01,112.23,2561.0,33.48639391772367,2248.35,1.2614364392491852,1335.46,59.13367915574513,1115.2338000000002,9.749753853915103e+19
7125,62.54,1.58,26.264376559594613,2.7,25.05,-0.0,92.96,1866.0,25.05207498798269,1861.68,1.4864086984330027,-946.77,46.114258899629526,1365.604,7.986299051251275e+19
7126,79.84,1.59,30.99562825432644,1.5,31.58,0.0,83.69,2119.0,31.581029231438627,1681.15,1.0482214428857717,163.76999999999998,55.093090401745776,1063.6168,1.0722720998562688e+20
7127,52.31,1.84,17.02654254450882,3.1,15.45,0.01,67.76,1508.0,15.450732514177696,1354.03,1.2953546167080865,175.81999999999994,43.40341559496744,964.9102,8.078989978525938e+19
7128,61.08,1.54,26.08984793960856,2.68,25.75,0.03,78.12,1614.0,25.75476471580368,1565.16,1.2789783889980355,27.720000000000027,45.14432087848709,1069.131,1.1822341091362516e+20
7129,42.05,1.51,18.71937690036019,2.2,18.44,0.98,94.85,1071.0,18.44217358887768,1905.2,2.2556480380499404,-28.90000000000009,34.17850201339854,758.0634000000001,7.070497250154998e+19
7130,62.57,1.92,19.631671481297083,3.6,16.97,2.03,124.14,1652.0,16.97319878472222,2499.92,1.9840178999520537,912.13,50.286463154152415,808.5504000000001,1.1126587734039636e+20
7131,56.39,1.6,23.073839551112883,2.7,22.03,-0.0,85.7,1391.0,22.02734375,1713.04,1.5197730093988295,-573.0899999999999,43.37866187712744,1364.2019999999998,1.111148808252783e+20
7132,119.89,1.96,31.91383829973796,2.61,31.21,0.0,90.35,3042.0,31.208350687213663,1805.87,0.7536074735173909,2253.36,81.62849926244417,458.744,9.247964338569971e+19
7133,120.2,1.73,35.0,3.41,40.16,0.0,132.19,3230.0,40.16171606134518,2633.57,1.0997504159733775,1884.72,78.13000000000001,725.7096,9.878307545079408e+19
7134,63.81,1.56,30.3769588820615,2.4,26.22,-0.0,63.72,1686.0,26.22041420118343,1275.28,0.9985895627644568,880.8,44.42646253735656,832.4792,7.021600900364904e+19
7135,76.02,1.94,22.43273873070686,2.4,20.2,4.01,160.22,2171.0,20.19874588160272,3209.73,2.107603262299395,1327.9,58.96663201691664,812.8692,8.1342916122768e+19
7136,101.02,1.76,32.55547117433888,2.9,32.61,0.94,103.01,2764.0,32.612345041322314,2046.05,1.01969906949119,2025.47,68.13246301968286,569.268,6.639395973053796e+19
7137,46.19,1.79,19.899609707302364,2.8,14.42,2.03,129.97,1663.0,14.415904622202802,2598.2700000000004,2.8138125135310674,1247.2,36.99837027619704,302.53860000000003,3.99004374088298e+18
7138,121.43,1.86,34.70561918689265,3.22,35.1,0.03,99.71,3176.0,35.09943346051566,2007.76,0.8211315160998105,1446.8,79.28696662135626,949.2784,1.1473713539815693e+20
7139,46.67,1.71,19.63672999236139,2.49,15.96,-0.02,127.32,1263.0,15.96046646831504,2546.24,2.7280908506535244,381.9,37.50553811256494,610.2196,7.302074920486391e+19
7140,75.46,1.55,31.62403742074295,2.1,31.41,1.01,111.71,2165.0,31.408949011446403,2226.01,1.4803869599787969,1305.9,51.59650136230736,489.8148,7.679185694126806e+19
7141,43.54,1.56,21.051475729049105,2.6,17.89,0.0,123.81,1163.0,17.89119000657462,2470.92,2.843592099219109,-424.5999999999999,34.37418746757202,973.6398,5.505678172991343e+19
7142,55.83,1.99,18.07419987394045,3.0,14.1,0.99,75.82,1517.0,14.098128835130424,1521.25,1.3580512269389216,709.26,45.73917421037904,742.336,5.536984554741755e+19
7143,65.13,1.74,23.16073785097193,2.8,21.51,-0.01,99.46,1771.0,21.512088783194606,1998.56,1.527099646860126,356.27,50.04541143766198,969.5238,5.3184474675623264e+19
7144,65.98,1.57,30.356407394311955,1.6,26.77,0.03,99.93,1774.0,26.767820195545458,1997.85,1.5145498635950287,949.75,45.950842401232975,835.125,5.9091254079263965e+19
7145,57.98,1.98,18.935353277548256,2.52,14.79,1.0,141.3,1670.0,14.789307213549638,2833.04,2.4370472576750606,-220.75,47.00128216967752,1049.7344,1.2753349241634383e+20
7146,78.03,1.71,28.64808212414016,2.12,26.69,1.99,139.38,2302.0,26.68513388734996,2795.96,1.786236063052672,1007.3,55.67590151853343,781.1428,1.2191143670734484e+20
7147,114.67,1.92,30.52544203773326,2.6,31.11,0.0,124.16,3065.0,31.10622829861111,2491.69,1.082759222115636,1477.04,79.66647561533127,908.448,1.640205983554579e+20
7148,57.33,1.64,26.69677439081823,1.81,21.32,0.01,86.01,1700.0,21.31543723973825,1717.92,1.500261643118786,480.6199999999999,42.0247392417439,773.598,7.212098092104606e+19
7149,63.32,1.57,29.40398834891997,2.41,25.69,-0.0,64.12,1630.0,25.68866891151771,1276.54,1.0126342387871132,446.32,44.70139457746387,815.3280000000001,6.779914675876953e+19
7150,41.34,1.65,20.852048723604305,2.19,15.18,-0.06,85.3,1313.0,15.184573002754824,1700.4,2.0633768746976293,506.34,32.71976305766198,827.0136,6.65381282730722e+19
7151,125.37,1.8,34.45225986077664,2.7,38.69,-0.02,95.07,3488.0,38.69444444444444,1900.53,0.7583153864560899,1835.25,82.17720181254433,914.0,1.235029724451583e+20
7152,66.25,1.61,30.281908652792524,3.0,25.56,0.96,108.8,1856.0,25.55842752980209,2172.8900000000003,1.6422641509433962,946.03,46.18823551752495,1022.8284,1.3796703914583084e+20
7153,86.21,1.9,25.4399257814104,3.5,23.88,4.04,100.41,2498.0,23.880886426592795,1997.69,1.1647140702934695,-235.4000000000001,64.27823998384609,1306.4018,7.158922443968021e+19
7154,65.13,1.62,25.024347537964097,3.4,24.82,1.99,98.08,1850.0,24.817101051668946,1974.61,1.5059112544142486,1284.67,48.83164244852398,392.61599999999993,7.581541913055933e+19
7155,56.22,1.59,21.33542458582624,2.0,22.24,-0.0,104.09,1523.0,22.23804438115581,2066.44,1.851476342938456,451.0899999999999,44.22522429784849,1004.1706,6.344447438407543e+19
7156,57.2,1.67,23.64125290170848,2.39,20.51,-0.02,84.3,1396.0,20.509878446699418,1690.65,1.4737762237762235,391.89,43.67720334022275,794.8992,8.378445519005226e+19
7157,43.33,1.62,19.166628000991224,1.6,16.51,1.01,96.25,1140.0,16.510440481633893,1913.66,2.221324717285945,210.25,35.0251000871705,932.7995999999998,5.452948488443089e+19
7158,76.57,1.62,28.587131609779657,2.31,29.18,-0.02,70.48,2084.0,29.1761926535589,1433.49,0.9204649340472773,552.8,54.68083332639171,859.7687999999998,1.3796703914583084e+20
7159,115.52,1.92,35.0,2.61,31.34,-0.03,124.6,3209.0,31.33680555555556,2486.87,1.078601108033241,1902.2,75.088,917.3978,1.660494863394858e+20
7160,106.81,1.73,34.30353444253777,2.79,35.69,-0.0,119.4,2905.0,35.68779444685756,2391.23,1.1178728583465969,1739.57,70.1703948619254,763.1064000000001,9.336101074182849e+19
7161,70.65,1.66,28.386046946803223,1.72,25.64,0.03,115.57,1833.0,25.63869937581652,2303.67,1.635810332625619,1120.2,50.595257832083526,544.4820000000001,6.211894066061739e+19
7162,124.83,1.76,35.0,3.08,40.3,0.02,66.07,3180.0,40.29894111570248,1312.38,0.529279820555956,1933.86,81.1395,783.6329999999999,6.942985384209818e+19
7163,48.56,1.68,20.379577778850106,1.59,17.21,1.01,109.39,1436.0,17.205215419501137,2192.91,2.2526771004942336,-52.29999999999996,38.66367703059039,819.0078,5.749247258611934e+19
7164,40.65,1.64,16.673286345934915,1.89,15.11,1.99,138.71,1058.0,15.113771564544916,2770.63,3.41230012300123,-142.07999999999993,33.87230910037746,713.3345999999999,1.0954024539786365e+20
7165,114.19,1.86,31.42664887663785,3.59,33.01,-0.02,112.67,2954.0,33.00670597756966,2253.2,0.9866888519134775,1747.3,78.30390964776724,959.6028,8.693683086444352e+19
7166,107.73,1.8,34.913316756744045,2.48,33.25,0.99,98.14,2907.0,33.25,1967.09,0.9109811565951916,1416.6,70.11788385795964,1027.7964,1.4353801582165012e+20
7167,56.04,1.7,21.433634883223974,2.7,19.39,0.03,81.85,1554.0,19.39100346020761,1647.83,1.4605638829407566,902.8,44.028591011441286,530.2543999999999,1.046942992439822e+20
7168,89.23,1.63,35.0,3.49,33.58,0.01,94.71,2409.0,33.584252324137154,1907.94,1.0614143225372632,1908.31,57.999500000000005,556.1528,1.2430555861109183e+20
7169,63.73,1.52,25.497130680465588,2.1,27.58,-0.0,81.52,1768.0,27.58396814404432,1618.3,1.2791463988702338,635.2,47.48067861733927,796.4528,6.423300113996544e+19
7170,75.42,1.72,26.42181595023137,1.91,25.49,0.03,69.67,2076.0,25.49351000540833,1385.99,0.9237602757889154,1116.5700000000002,55.49266641033551,703.2112,1.1515170322792853e+20
7171,67.84,1.75,25.65665451609004,3.07,22.15,-0.01,81.81,1877.0,22.15183673469388,1628.13,1.20592570754717,1053.5,50.43452557628452,899.75,1.0862462029369355e+20
7172,60.65,1.79,22.15977728795272,2.09,18.93,-0.02,80.83,1599.0,18.928872382260227,1596.74,1.3327287716405607,864.4,47.21009507485668,735.7302000000001,5.538349239653773e+19
7173,125.12,1.82,35.0,3.2,37.77,0.04,112.14,3183.0,37.77321579519381,2239.41,0.8962595907928389,1984.0,81.328,913.4,1.2284220730697504e+20
7174,86.33,1.97,21.811364845030624,3.5,22.24,1.99,122.68,2355.0,22.24484011440645,2449.92,1.4210587281362217,412.8,67.50024872928506,1156.2564,8.30609110196172e+19
7175,99.34,1.98,26.470854108077816,2.51,25.34,0.01,78.79,2470.0,25.339251096826857,1564.49,0.7931346889470505,1300.66,73.0438535290355,918.1788,7.722936127321925e+19
7176,81.8,1.87,22.23541468457329,3.5,23.39,0.03,126.72,2513.0,23.39214733049272,2532.05,1.5491442542787286,-165.21000000000004,63.61143078801905,1291.9456,7.770579231487615e+19
7177,42.42,1.53,24.99496229990461,2.41,18.12,1.99,125.06,1224.0,18.12123542227349,2483.14,2.948137670909948,-130.73000000000002,31.817136992380465,939.4548,5.778931790439553e+19
7178,54.52,1.74,20.05417588839121,3.61,18.01,0.98,132.9,1515.0,18.007662835249043,2644.12,2.437637564196625,954.0,43.58646330564911,409.258,4.0762540868530063e+18
7179,64.03,1.52,27.148699860241628,2.69,27.71,0.03,83.62,1899.0,27.713815789473685,1670.64,1.3059503357801032,548.56,46.64668747948729,1156.4012,5.9337306752262455e+19
7180,105.17,1.99,25.241248564984907,2.49,26.56,0.0,73.81,2638.0,26.557410166409937,1474.7,0.7018161072549206,1658.79,78.62377888420538,566.3520000000001,8.568762528326183e+19
7181,72.7,1.62,32.35762356537887,2.01,27.7,-0.0,77.4,2167.0,27.70156988263984,1563.7900000000002,1.0646492434663,622.5999999999999,49.17600766796956,811.8629999999999,8.052410977879427e+19
7182,57.9,1.67,21.90627485648048,2.4,20.76,0.02,84.44,1418.0,20.76087346265553,1690.84,1.458376511226252,290.43000000000006,45.2162668580978,794.9219999999999,8.380408698977824e+19
7183,53.84,1.72,20.577677203451824,1.61,18.2,0.03,123.58,1317.0,18.199026500811254,2477.72,2.2953194650817235,407.03,42.76097859366154,920.9844,5.85731562979608e+19
7184,86.66,1.77,24.09415228143441,2.81,27.66,0.03,102.19,2289.0,27.661272303616453,2043.69,1.1792060927763677,1210.8,65.78000763290893,674.58,6.393823646412464e+19
7185,57.16,1.55,23.324389215113783,2.71,23.79,-0.01,85.21,1723.0,23.79188345473465,1694.62,1.4907277816655002,-677.5500000000002,43.82777912464096,1098.1824,4.944595873372705e+19
7186,58.55,1.71,23.84235901725821,3.39,20.02,-0.03,71.95,1577.0,20.023255018638213,1437.27,1.2288642186165672,342.72,44.59029879539532,770.4119999999999,6.48888231783582e+19
7187,63.44,1.77,22.72273490139338,3.31,20.25,2.96,164.24,1984.0,20.249608988477128,3279.58,2.5889029003783106,1032.02,49.02469697855604,907.2096,7.445964373665826e+19
7188,54.9,1.74,19.60184927207016,3.61,18.13,1.01,131.92,1558.0,18.133174791914385,2633.18,2.402914389799636,727.16,44.13858474963348,402.8304,3.945528074807068e+18
7189,57.78,1.71,20.53308964122888,2.7,19.76,-0.0,76.7,1691.0,19.75992613111727,1535.1,1.3274489442713742,-498.5799999999999,45.91598080529795,1287.1584000000005,7.538495729714171e+19
7190,58.63,1.66,22.49119608297216,1.79,21.28,-0.01,113.64,1660.0,21.2766729568878,2265.55,1.9382568650861327,1055.0,45.44341173655342,367.41,1.2858757455910022e+20
7191,91.85,1.77,28.738145781735536,3.38,29.32,1.03,90.5,2425.0,29.317884388266457,1804.2,0.985302123026674,1642.9,65.4540130994759,561.9902000000001,9.866971671845025e+19
7192,87.75,1.64,31.42261629544843,3.5,32.63,-0.01,98.24,2283.0,32.62566924449733,1956.22,1.1195441595441595,-417.6199999999999,60.17665420074401,1278.5094,6.5408228525659865e+19
7193,53.58,1.64,24.768282342612924,2.41,19.92,0.03,102.19,1332.0,19.92117787031529,2035.07,1.9072415080253824,954.77,40.30915432082799,384.4878,6.3907277795493134e+19
7194,70.09,1.89,21.3684608827335,2.6,19.62,-0.02,104.31,1964.0,19.62151115590269,2099.32,1.4882294193180197,1502.84,55.11284576729209,495.9919999999999,9.55196593276907e+19
7195,58.03,1.68,23.52522758645758,2.71,20.56,-0.01,96.85,1749.0,20.56051587301588,1939.44,1.6689643287954503,499.0799999999999,44.37831043157867,946.144,2.1812605589356155e+19
7196,56.16,1.5,28.24042663773547,2.41,24.96,0.99,102.75,1541.0,24.96,2047.8,1.8295940170940173,-181.8900000000001,40.30017640024776,964.5492,6.7652581936460775e+19
7197,47.38,1.61,21.43668549960765,1.69,18.28,0.01,92.71,1292.0,18.278615794143743,1861.93,1.956732798649219,324.02,37.2232984102859,690.0522000000001,7.094209187391131e+19
7198,63.34,1.53,27.87214162798949,2.3,27.06,0.0,93.69,1715.0,27.05796915716178,1881.93,1.479160088411746,757.4,45.68578549283146,454.062,2.4726099941168e+17
7199,59.1,1.7,24.923069544931803,2.7,20.45,0.01,83.58,1883.0,20.44982698961938,1679.63,1.4142131979695431,696.49,44.37046589894531,1076.0688,9.483905531758014e+19
7200,61.5,1.76,23.43281248145109,2.71,19.85,0.02,108.67,1898.0,19.8540805785124,2157.9100000000003,1.7669918699186993,703.6800000000001,47.088820323907576,1009.9836,5.356765160847752e+19
7201,87.64,1.95,25.55873972751635,3.01,23.05,-0.0,113.4,2504.0,23.047994740302435,2252.01,1.293929712460064,1105.56,65.24032050280468,618.9336,1.9176236230908357e+18
7202,88.96,1.99,27.389529571238505,3.5,22.46,-0.01,72.03,2578.0,22.464079189919445,1441.58,0.8096897482014389,1157.31,64.59427449342623,1347.892,1.3708748227164768e+20
7203,61.06,1.69,21.302500329556565,2.69,21.38,4.01,145.21,1727.0,21.378803263191067,2918.0200000000004,2.378152636750737,-845.02,48.052693298772766,1208.592,6.154764341240055e+19
7204,59.14,1.79,22.563022018538497,2.39,18.46,-0.02,84.06,1565.0,18.457601198464467,1692.99,1.421373013189043,32.680000000000064,45.796228778236326,994.3408,8.673427115081705e+19
7205,63.4,1.61,25.215198974074543,2.2,24.46,0.01,102.13,1729.0,24.458932911538906,2043.62,1.610883280757098,661.5799999999999,47.413563850436745,721.512,1.202300781115337e+20
7206,65.71,1.57,27.83443491818607,2.39,26.66,0.02,116.04,1799.0,26.658282283256924,2327.58,1.765941257038503,790.16,47.41999281525993,700.3919999999999,5.832988839259502e+19
