,Weight (kg),Height (m),Fat_Percentage,Water_Intake (liters),BMI,Physical exercise,Proteins,Calories,BMI_calc,cal_from_macros,protein_per_kg,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,
9681,48.98,1.54,23.48238125638410,2.1,20.65,-0.01,89.5,1318.0,20.652723899477100,1792.63,1.8272764393630000,-370.19000000000000,37.47832966062310,918.0672,105508666387793000000.00000000000000000000,
9682,87.77,1.95,27.547439566342900,2.99,23.08,0.03,112.79,2365.0,23.082182774490500,2252.9100000000000,1.2850632334510700,1436.8,63.5916122926208,613.284,1885796733753980000.00000000000000000000,
9683,48.56,1.64,19.753359168105100,2.49,18.05,-0.01,87.94,1382.0,18.05472932778110,1758.72,1.810955518945630,172.4000000000000,38.96776878796820,878.598,83804086989778200000.0000000000000000000,
9684,89.51,1.81,25.62536649499080,3.5,27.32,-0.02,113.66,2336.0,27.32212081438300,2266.09,1.2698022567310900,-101.7800000000000,66.57273445033380,1218.7512,100198252836657000000.00000000000000000000,
9685,83.31,1.95,20.771438162532800,3.5,21.91,0.03,110.94,2468.0,21.90927021696250,2225.38,1.3316528628015800,493.52,66.00531486679400,1286.376,65867685205344000000.0000000000000000000,
9686,71.67,1.54,30.91705850898420,2.4,30.22,-0.01,121.48,2183.0,30.22010457075390,2430.49,1.6949909306543900,1321.16,49.511744166611,796.848,56221554811373800000.0000000000000000000,
9687,64.16,1.78,18.907725328392400,1.81,20.25,-0.01,85.46,1751.0,20.24996843832850,1712.5700000000000,1.3319825436409000,473.1400000000000,52.0288034293034,971.1394,122102558169868000000.0000000000000000000,
9688,63.47,1.78,23.76409581788840,2.72,20.03,0.0,124.92,1788.0,20.032192904936200,2492.32,1.9681739404443000,-62.02000000000000,48.38692838438620,1124.8336,99283213332649000000.0000000000000000000,
9689,84.62,1.86,24.64570299190180,3.5,24.46,-0.01,99.16,2503.0,24.45947508382470,1977.64,1.1718269912550200,351.8600000000000,63.76480612825270,1281.2288,82846863887914200000.0000000000000000000,
9690,60.28,1.59,27.87494173941990,2.18,23.84,0.04,81.87,1625.0,23.843993512914800,1631.97,1.3581619110816200,498.4500000000000,43.47698511947770,567.7428000000000,5369482227418590000.0000000000000000000,
9691,59.68,1.83,19.77452048047850,2.31,17.82,0.0,86.84,1651.0,17.82077697154290,1743.74,1.4550938337801600,678.19,47.878566177250400,954.126,93555465692276800000.000000000000000000,
9692,86.54,1.76,30.03850081121600,3.49,27.94,2.03,108.46,2250.0,27.93775826446280,2199.7,1.2532932747862300,1098.0,60.544681397973700,824.9040000000000,74583621452112000000.0000000000000000000,
9693,88.2,1.98,25.67899443763250,3.52,22.5,1.01,118.21,2477.0,22.497704315886100,2364.41,1.340249433106580,1067.37,65.55112690600820,1223.741,65124465873983300000.0000000000000000000,
9694,74.72,1.63,28.18853123898020,3.71,28.12,2.01,122.96,2045.0,28.123000489292000,2451.91,1.645610278372590,845.0,53.65752945823400,827.6,54880520918673900000.0000000000000000000,
9695,63.61,1.92,19.68284907222810,3.61,17.26,2.0,124.01,1760.0,17.25531684027780,2487.51,1.9495362364408100,1012.84,51.08973970515570,818.4816,114323878467291000000.00000000000000000000,
9696,86.71,1.91,27.23531204146650,3.51,23.77,-0.01,81.13,2495.0,23.768537046681800,1625.43,0.9356475608349670,-181.16000000000000,63.0942609288444,1295.9848,79712548370867800000.000000000000000000,
9697,85.85,1.93,26.023909911349000,3.5,23.05,1.01,104.56,2372.0,23.047598593250800,2094.67,1.2179382644146800,574.1800000000000,63.50847334110690,1208.5088000000000,85049061509171900000.000000000000000000,
9698,66.72,1.71,24.02276129561320,2.89,22.82,2.01,117.71,1666.0,22.817277110905900,2347.8,1.7642386091127100,-43.200000000000000,50.69201366356690,980.1756,81726240368843700000.0000000000000000000,
9699,50.53,1.95,17.207914844826900,3.39,13.29,-0.02,81.44,1445.0,13.28862590401050,1638.62,1.61171581238868,153.83000000000000,41.83484062890900,710.1162,55959333247653200000.0000000000000000000,
9700,72.51,1.94,23.300350798278700,2.89,19.27,0.99,80.36,1994.0,19.26612817515150,1605.2400000000000,1.1082609295269600,402.43000000000000,55.6149156361681,1033.6452,89733169979853800000.0000000000000000000,
9701,50.41,1.75,17.509230488572500,1.9,16.46,0.02,94.03,1390.0,16.460408163265300,1878.71,1.8653045030747900,461.97,41.58359691071060,913.1136,94729680152111700000.0000000000000000000,
9702,88.08,1.79,22.21021033110150,3.51,27.49,4.01,171.6,2477.0,27.4897787210137,3429.6,1.948228882833790,1121.89,68.51724674036580,1299.5712,146878130833628000000.00000000000000000000,
9703,117.3,1.61,35.0,2.4,45.25,-0.02,94.94,3166.0,45.252883762200500,1886.09,0.8093776641091220,2019.29,76.245,799.24,158716242971079000000.00000000000000000000,
9704,65.31,1.68,25.719840256136700,2.62,23.14,1.99,108.6,1922.0,23.13988095238100,2172.1,1.6628387689480900,1149.8,48.51237232871720,524.1912,61998282194155300000.0000000000000000000,
9705,55.12,1.61,22.09219502356740,2.68,21.26,-0.04,109.94,1415.0,21.26461170479530,2192.98,1.99455732946299,-219.06,42.94278210300960,1045.9654,57746829222321200000.00000000000000000000,
9706,46.31,1.67,21.681331469547400,1.81,16.61,4.04,165.24,1468.0,16.605113127039300,3311.3,3.5681278341610900,538.43,36.26937539645260,937.443,117429014761548000000.0000000000000000000,
9707,85.16,1.95,23.603334817753700,3.5,22.4,1.02,112.64,2356.0,22.39579224194610,2261.65,1.3226867073743500,1100.2,65.05940006920090,1125.6154,85627581653597200000.0000000000000000000,
9708,106.85,1.86,31.8169114539998,3.08,30.89,0.97,89.23,2841.0,30.88507341889240,1778.7200000000000,0.8350959288722510,1523.1,72.85363011140120,911.2096,72569640811102900000.0000000000000000000,
9709,123.48,1.99,31.676300873412000,2.63,31.18,1.0,91.93,3317.0,31.18103078205100,1836.99,0.7444930353093620,1935.09,84.3661036815109,843.7824000000000,136423519866557000000.00000000000000000000,
9710,113.55,1.98,32.42724315760830,3.4,28.96,0.02,96.36,3091.0,28.96388123660850,1939.48,0.8486129458388380,1724.8,76.72886539453580,978.972,96448606721302000000.00000000000000000,
9711,85.76,1.9,25.94776064679940,3.49,23.76,4.02,100.52,2502.0,23.75623268698060,2010.33,1.1721082089552200,1004.4,63.50720046930480,1310.7072000000000,70468549218193200000.000000000000000000,
9712,53.39,1.73,22.7177495059872,1.6,17.84,-0.03,124.04,1443.0,17.838885362023500,2476.99,2.323281513392020,238.5,41.26099353875340,917.5164,60271709278258300000.0000000000000000000,
9713,95.12,1.84,30.31818757766790,3.09,28.1,1.99,117.96,2688.0,28.09546313799620,2375.35,1.240117746005050,1488.0,66.28133997612230,841.1750000000000,62679671820423600000.0000000000000000000,
9714,74.84,1.78,23.799413414490300,1.99,23.62,0.03,100.79,2025.0,23.620754955182400,2006.7,1.3467397113842900,1010.65,57.028519000595500,996.4752,93512222779947100000.0000000000000000000,
9715,124.22,1.99,35.0,2.58,31.37,1.02,91.38,3287.0,31.36789475013260,1835.1,0.7356303332796650,2541.88,80.743,837.8046000000000,138332440407216000000.00000000000000000000,
9716,47.93,1.64,22.239828985458700,2.52,17.82,-0.01,87.23,1343.0,17.82049375371800,1748.39,1.819945754224910,-317.43000000000000,37.27044996726960,873.6084000000000,79994831806374900000.0000000000000000000,
9717,66.64,1.68,27.34152279409940,2.79,23.61,4.01,149.82,1848.0,23.611111111111100,3002.95,2.248199279711880,1311.94,48.4196092100122,370.96920000000000,74194586276342800000.0000000000000000000,
9718,79.45,1.71,25.30351897677250,2.51,27.17,0.0,121.09,2170.0,27.17075339420680,2417.96,1.5241032095657600,744.3700000000000,59.346354172954300,1059.1516,98059550791285000000.0000000000000000000,
9719,58.13,1.53,20.628769708728900,2.68,24.83,-0.01,104.27,1473.0,24.8323294459396,2085.17,1.793738173060380,-679.8000000000000,46.13849616831590,1310.816,99831352431834500000.0000000000000000000,
9720,77.66,1.55,34.01776912997460,1.7,32.32,-0.01,90.47,2093.0,32.32466181061390,1812.96,1.16494978109709,1548.5,51.24180049366170,385.627,87649064309216900000.0000000000000000000,
9721,90.92,1.98,23.5041502630122,3.69,23.19,-0.03,112.1,2360.0,23.19151107029900,2250.26,1.2329520457545100,553.1100000000000,69.5500265808693,956.534,84691708522086800000.000000000000000000,
9722,90.16,1.81,28.988623434630200,3.48,27.52,0.02,113.55,2559.0,27.520527456426800,2266.29,1.259427684117130,565.4100000000000,64.02385711133740,1210.604,99511282671236700000.0000000000000000000,
9723,60.27,1.7,24.021861053370200,2.7,20.85,3.99,157.44,1821.0,20.85467128027680,3143.19,2.6122448979591800,292.20000000000000,45.79202434313380,1442.3248,130110799533317000000.00000000000000000000,
9724,67.24,1.68,30.332679651763300,2.81,23.82,3.98,150.84,1924.0,23.82369614512470,3009.69,2.24330755502677,1380.49,46.84430620215440,378.411,75117009607537100000.0000000000000000000,
9725,60.34,1.52,25.979549942246600,1.79,26.12,0.99,93.91,1606.0,26.11668975069250,1877.43,1.5563473649320500,187.66000000000000,44.66393956484840,883.8832000000000,64046695516334000000.00000000000000000000,
9726,64.78,1.6,28.21754422095460,2.48,25.3,0.0,84.42,1840.0,25.3046875,1680.14,1.3031799938252500,-140.0,46.5006748536656,1016.25,66234094163945700000.0000000000000000000,
9727,53.48,1.59,22.092578844202800,2.52,21.15,2.03,132.0,1396.0,21.15422649420510,2639.46,2.468212415856400,849.2,41.66488883412030,558.2082000000000,62376024614814700000.00000000000000000000,
9728,65.09,1.57,27.839310668327000,2.42,26.41,0.01,116.22,1930.0,26.406750780964700,2327.13,1.7855277308342300,934.1,46.96939268598600,695.8432,59802905846263700000.0000000000000000000,
9729,80.91,1.9,20.85286030333060,3.5,22.41,-0.02,64.45,2070.0,22.412742382271500,1295.42,0.7965640835496230,189.05000000000000,64.03795072857520,1288.72,99374385939971200000.0000000000000000000,
9730,43.79,1.62,21.103415838113100,1.81,16.69,3.98,156.53,1426.0,16.685718640451100,3123.09,3.574560401918250,300.93000000000000,34.54881420449030,695.8016,59773712222111400000.0000000000000000000,
9731,46.03,1.93,16.720453474242900,2.0,12.36,0.01,114.37,1356.0,12.35737872157640,2281.53,2.484683901803170,427.2000000000000,38.333575265806000,922.8402,103294222853471000000.00000000000000000000,
9732,56.92,1.79,22.104701830184600,2.71,17.76,0.03,103.63,1647.0,17.764738928248200,2062.84,1.8206254392129300,-1182.2200000000000,44.33800371825890,1356.1416,72396790177597300000.0000000000000000000,
9733,50.82,1.98,17.247500886080400,2.4,12.96,0.02,70.61,1458.0,12.962962962963000,1408.18,1.389413616686340,850.25,42.054820049694000,618.6816,62330589101267000000.0000000000000000000,
9734,84.16,1.74,29.73100724299020,3.5,27.8,-0.03,97.33,2422.0,27.797595455146000,1957.57,1.1564876425855500,1127.2,59.13838430429940,1146.23,77357378205327700000.0000000000000000000,
9735,49.12,1.76,19.78136577535560,2.0,15.86,0.03,79.05,1396.0,15.857438016528900,1574.63,1.6093241042345300,263.9000000000000,39.40339313114540,940.023,120095376119327000000.00000000000000000000,
9736,71.51,1.66,23.838849592197400,1.72,25.95,0.05,114.48,1771.0,25.95079111627230,2310.4500000000000,1.6008949797231200,1243.96,54.46283865661970,537.6640000000000,62028427504911100000.0000000000000000000,
9737,52.09,1.79,19.133747055195100,3.01,16.26,0.01,87.29,1442.0,16.257295340345200,1751.61,1.6757535035515500,695.52,42.12323115894890,759.9702000000000,62376024614814700000.00000000000000000000,
9738,75.49,1.63,31.482192882303100,2.61,28.41,1.01,79.56,2065.0,28.412811923670400,1610.75,1.0539144257517600,258.1100000000000,51.72409259314940,910.7212,56721355448553900000.000000000000000000,
9739,89.14,1.77,29.71796837263330,3.71,28.45,0.01,100.72,2376.0,28.452871141753600,2021.03,1.1299080098721100,1296.0,62.6494029926347,957.99,40896583445537800000.0000000000000000000,
9740,61.45,1.71,20.99345204277380,2.7,21.02,0.0,71.83,1718.0,21.01501316644440,1431.5,1.1689178193653400,-666.4300000000000,48.54952371971550,1132.761,66875590832274900000.0000000000000000000,
9741,58.03,1.66,23.63016364979090,2.91,21.06,0.01,98.68,1604.0,21.05893453331400,1982.61,1.7004997415130100,407.19000000000000,44.31741603402640,809.4416,59715362506077700000.0000000000000000000,
9742,120.49,1.83,35.0,2.48,35.98,-0.02,88.93,3188.0,35.97897817193710,1779.5700000000000,0.7380695493401940,2180.0,78.3185,723.702,76211903299995800000.0000000000000000000,
9743,54.36,1.75,20.220835238013400,2.8,17.75,0.98,108.11,1393.0,17.750204081632700,2170.56,1.9887785136129500,-25.430000000000100,43.36795396461590,576.8448,727582184570204000.0000000000000000000,
9744,88.12,1.78,29.06881576366860,3.31,27.81,-0.02,78.64,2309.0,27.81214493119560,1574.29,0.8924194280526550,1183.62,62.50455954905520,871.7056,69097670546677600000.000000000000000000,
9745,55.0,1.76,19.5440829501756,2.71,17.76,0.0,79.14,1624.0,17.75568181818180,1575.8,1.438909090909090,-202.6000000000000,44.25075437740340,1021.5192,50154611121342900000.0000000000000000000,
9746,125.35,1.8,35.0,2.69,38.69,0.04,95.05,3268.0,38.688271604938300,1908.67,0.7582768248903070,2060.42,81.47750000000000,923.4288,125840290305820000000.00000000000000000000,
9747,107.99,1.73,34.420584177101500,2.22,36.08,0.0,103.83,2800.0,36.082060877409900,2077.4,0.9614779146217240,1629.6,70.81921114714810,939.7248,93339426555377100000.000000000000000000,
9748,66.82,1.75,28.327149647023900,1.8,21.82,0.01,90.2,1606.0,21.81877551020410,1796.79,1.3498952409458200,1177.39,47.89179860585860,428.987,53474939412573000000.0000000000000000000,
9749,113.28,1.91,28.3447496845094,3.71,31.05,-0.01,91.82,2890.0,31.05178037882730,1836.62,0.8105579096045200,1368.17,81.17106755738780,925.9236,128644769218899000000.00000000000000000000,
9750,124.85,1.76,35.0,3.12,40.31,0.0,64.69,3344.0,40.30539772727270,1304.41,0.518141770124149,2111.77,81.1525,778.1412,70401127315352000000.0000000000000000000,
9751,109.27,1.91,28.18634937192880,2.21,29.95,-0.02,122.03,2760.0,29.95257805432970,2437.58,1.1167749611055200,798.1200000000000,78.47077604129340,1064.5454,102214068907023000000.00000000000000000000,
9752,116.51,1.62,35.0,2.28,44.39,-0.01,100.51,3175.0,44.39490931260480,2017.9,0.8626727319543390,2061.67,75.73150000000000,736.4088,102799872304921000000.00000000000000000000,
9753,80.46,1.9,28.03981424369540,3.49,22.29,-0.01,65.0,2205.0,22.28808864265930,1299.4,0.8078548347004720,793.2,57.89916545952270,1286.5842000000000,98037015813699900000.0000000000000000000,
9754,63.68,1.68,24.0349473992724,2.71,22.56,-0.01,73.36,1685.0,22.562358276644000,1474.75,1.1520100502512600,366.8,48.37454549614330,1140.4458,64124265125639600000.0000000000000000000,
9755,88.89,1.77,29.951311581467200,3.71,28.37,-0.02,100.95,2201.0,28.37307287178010,2027.4700000000000,1.135673304083700,1120.1,62.26627913523380,959.22,41327353861388100000.0000000000000000000,
9756,49.18,1.61,19.62621985747460,2.92,18.97,-0.02,76.14,1447.0,18.97303344778370,1527.29,1.5481903212688100,-198.6000000000000,39.52782507409400,957.712,90823042963311900000.0000000000000000000,
9757,73.87,1.75,23.377199366948600,1.99,24.12,0.99,135.23,2168.0,24.12081632653060,2693.0200000000000,1.8306484364424000,949.63,56.60126282763500,796.8308000000000,91839376695087700000.0000000000000000000,
9758,67.79,1.61,27.611001648986500,1.79,26.15,0.0,129.05,1834.0,26.152540411249600,2590.65,1.9036731081280400,226.16000000000000,49.07250198215210,897.484,64108744608840300000.00000000000000000000,
9759,67.31,1.6,26.14641610747450,2.09,26.29,0.02,66.11,1958.0,26.29296875,1325.06,0.9821720398157780,198.01,49.71084731805900,895.8082,63137575883089900000.000000000000000000,
9760,62.28,1.66,28.45998601031960,1.8,22.6,-0.01,108.11,1672.0,22.601248366961800,2171.31,1.7358702633269100,677.57,44.55512071277300,909.4752,52856083255901600000.0000000000000000000,
9761,109.27,1.79,34.42883483682050,3.32,34.1,0.03,71.97,2748.0,34.10318030024030,1441.94,0.6586437265489160,2385.99,71.64961217380630,380.754,79001340611964200000.0000000000000000000,
9762,93.76,1.66,35.0,2.2,34.03,0.02,80.66,2566.0,34.02525765713460,1617.91,0.8602815699658700,897.72,60.944,972.3204,91224154797993900000.0000000000000000000,
9763,83.52,1.99,21.36784123353220,3.5,21.09,-0.01,70.02,2305.0,21.0903765056438,1401.25,0.8383620689655170,-256.6700000000000,65.67357900175390,1242.4032000000000,80694886501215100000.0000000000000000000,
9764,71.04,1.93,26.66515474180240,2.9,19.07,-0.04,87.21,1875.0,19.07165293028000,1730.61,1.227618243243240,853.45,52.09707407142360,957.3356,63629241442430600000.0000000000000000000,
9765,88.06,1.93,20.991559151335900,3.48,23.64,3.0,153.57,2639.0,23.64090311149290,3083.1,1.7439245968657700,1171.47,69.57483301133360,1405.2248,147812580135790000000.00000000000000000000,
9766,87.33,1.76,29.39101476030980,3.5,28.19,1.98,109.88,2283.0,28.192794421487600,2191.75,1.2582159624413100,1418.28,61.66282680982150,824.9040000000000,74583621452112000000.0000000000000000000,
9767,71.8,1.8,23.64449716418290,2.1,22.16,0.05,122.53,2062.0,22.16049382716050,2445.94,1.7065459610027900,1094.0,54.82325103611670,578.24,112378700538678000000.0000000000000000000,
9768,110.8,1.69,35.0,2.72,38.79,0.01,83.44,3226.0,38.794159868352000,1660.6800000000000,0.7530685920577620,2187.44,72.02,739.515,90928448297611000000.0000000000000000000,
9769,87.01,1.76,29.341020262856700,3.11,28.09,-0.02,87.33,2277.0,28.08948863636360,1731.5,1.0036777381910100,784.1600000000000,61.48037826928840,810.6846000000000,105725162833094000000.00000000000000000000,
9770,61.46,1.71,22.93693948411140,2.69,21.02,0.01,71.48,1837.0,21.01843302212650,1428.73,1.1630328669053000,534.4000000000000,47.36295699306510,1129.922,65518873463922100000.0000000000000000000,
9771,86.48,1.97,25.04227659057590,3.5,22.28,1.99,121.42,2564.0,22.283490942822500,2443.93,1.4040240518038900,1270.2,64.82343920447000,1160.1408,85367819215942600000.0000000000000000000,
9772,41.15,1.58,22.004450326224800,2.59,16.48,0.03,87.71,1140.0,16.48373658067620,1752.89,2.131470230862700,-306.71000000000000,32.0951686907585,984.2444,63598414166619100000.0000000000000000000,
9773,78.23,1.66,28.8723175593006,1.9,28.39,0.01,72.03,2142.0,28.38946146029900,1431.79,0.92074651668158,903.6,55.643185973359100,886.0494,74088795457577000000.0000000000000000000,
9774,64.54,1.63,27.13051457537380,2.7,24.29,-0.04,119.34,1817.0,24.29146749971770,2399.1600000000000,1.8490858382398500,-115.91000000000000,47.02996589305380,1282.5444,76483275998121900000.0000000000000000000,
9775,59.21,1.51,27.48270824657780,2.72,25.97,0.0,72.51,1624.0,25.968159291259200,1442.5,1.2246242188819500,298.0,42.93748844720130,1212.2020000000000,100589381128919000000.00000000000000000000,
9776,101.31,1.85,28.06953277391030,2.4,29.6,0.0,94.75,2684.0,29.60116873630390,1893.38,0.935248247951831,1619.29,72.8727563467515,1084.0112,125224413001610000000.00000000000000000000,
9777,109.44,1.91,30.26472768871910,2.19,30.0,0.0,122.13,2985.0,29.99917765412130,2447.19,1.115953947368420,1913.09,76.31828201746590,1059.1516,98059550791285000000.0000000000000000000,
9778,94.21,1.7,32.22620483197000,2.51,32.6,-0.02,81.24,2357.0,32.59861591695500,1621.37,0.8623288398259210,1168.01,63.849692427801100,772.464,88778640055934300000.000000000000000000,
9779,75.69,1.8,24.376578791746000,1.87,23.36,4.0,163.08,1986.0,23.361111111111100,3253.16,2.154577883472060,258.24,57.23936751252740,945.689,111240698751633000000.00000000000000000000,
9780,65.89,1.71,22.099291177491000,2.51,22.53,0.01,79.24,1793.0,22.53342908929240,1575.5800000000000,1.2026104112915500,518.6000000000000,51.32877704315120,860.2908000000000,120580924248706000000.00000000000000000000,
9781,116.84,1.79,33.03901071923000,3.38,36.47,1.03,117.08,3259.0,36.46577822165350,2351.99,1.0020540910647000,1933.5,78.23721987565160,695.06,81630260936451200000.0000000000000000000,
9782,123.11,1.62,35.0,2.3,46.91,0.02,92.73,3263.0,46.90976985215670,1849.52,0.7532288197546910,1974.46,80.0215,1017.9444,168716332041796000000.00000000000000000000,
9783,103.3,1.66,35.0,3.1,37.49,-0.01,89.43,2732.0,37.487298591958200,1785.48,0.8657308809293320,1572.51,67.145,909.9816,76338438512678100000.0000000000000000000,
9784,52.76,1.57,25.606119872838500,2.39,21.4,0.05,105.33,1382.0,21.40451945312180,2108.03,1.996398786959820,247.83,39.25021115509040,932.3862,112353300999531000000.000000000000000000,
9785,67.46,1.75,23.67263494509160,1.7,22.03,-0.02,80.01,1863.0,22.02775510204080,1611.8200000000000,1.1860361695819700,1106.2,51.49044046604120,635.1616000000000,134032847748881000000.00000000000000000000,
9786,68.21,1.61,28.190955118030300,1.79,26.31,0.02,129.88,1777.0,26.31457119709890,2594.0,1.904119630552710,589.0,48.98094951399150,911.628,64482148669200800000.0000000000000000000,
9787,44.09,1.61,24.21447427644550,2.5,17.01,-0.01,73.56,937.0,17.00937463832410,1471.81,1.6684055341347200,217.6,33.41383829151520,740.4588000000000,67701405940067400000.0000000000000000000,
9788,88.07,1.87,27.4567789168464,3.49,25.19,0.0,61.67,2467.0,25.18516400240210,1211.8,0.7002384466901330,425.46,63.88881480793340,1307.6336,58415646173229700000.0000000000000000000,
9789,54.81,1.6,26.58974878068360,1.59,21.41,-0.02,93.09,1614.0,21.41015625,1853.39,1.6984126984127000,575.47,40.23615869330730,1024.4448,98715046499325300000.0000000000000000000,
9790,83.91,1.74,26.904740594575800,2.11,27.72,-0.02,73.3,2284.0,27.715021799445100,1467.25,0.8735549994041240,531.1000000000000,61.33423216709140,1051.975,115854268984466000000.00000000000000000000,
9791,62.32,1.81,24.24720741716670,3.48,19.02,-0.04,98.0,1835.0,19.022618357193000,1948.17,1.5725288831835700,433.3400000000000,47.209140337621700,573.4300000000000,1995201796021790000.00000000000000000000,
9792,69.8,1.72,24.197098558805700,2.3,23.59,0.02,103.05,1966.0,23.59383450513790,2068.45,1.4763610315186200,355.46000000000000,52.91042520595360,627.3794,1365638557447010000.00000000000000000000,
9793,61.42,1.63,24.61762161202030,3.4,23.12,-0.01,90.48,1718.0,23.11716662275590,1827.51,1.4731357863888000,1360.95,46.29985680589710,393.2604,119504260072883000000.00000000000000000000,
9794,53.86,1.75,22.42178024684890,2.8,17.59,1.03,108.19,1618.0,17.586938775510200,2167.71,2.008726327515780,194.83,41.7836291590472,581.3144,774821639078450000.0000000000000000000,
9795,60.53,1.62,24.511820357855600,2.71,23.06,0.0,87.07,1731.0,23.06431946349640,1748.5,1.4384602676358800,-143.8800000000000,45.69299513739000,1125.6,90088204378750500000.0000000000000000000,
9796,58.03,1.77,22.07233209637060,2.7,18.52,1.0,84.91,1648.0,18.52277442625040,1685.07,1.4632086851628500,414.8800000000000,45.22142568447620,964.74,76085552259829700000.0000000000000000000,
9797,74.1,1.93,23.79749646110130,2.51,19.89,0.0,126.35,2142.0,19.89315149399980,2539.55,1.7051282051282100,729.56,56.466055122324000,925.122,92951659612653000000.0000000000000000000,
9798,82.12,1.95,26.215019046067100,3.51,21.6,0.0,97.44,2212.0,21.59631821170280,1947.35,1.186556259132980,207.8900000000000,60.59222635936970,1428.2,136182779926370000000.00000000000000000000,
9799,42.24,1.52,19.31167659639360,2.21,18.28,1.03,95.59,1210.0,18.28254847645430,1916.95,2.263020833333330,-111.30000000000000,34.08274780568340,743.4672,69981022024340400000.0000000000000000000,
9800,81.78,1.75,27.79505062536690,2.8,26.7,0.97,97.47,2218.0,26.70367346938780,1952.42,1.1918561995597900,942.26,59.04920759857500,890.8606000000000,60345250499116700000.0000000000000000000,
9801,74.48,1.57,33.56101221328160,2.44,30.22,1.01,111.63,2109.0,30.21623595277700,2231.95,1.4987916219119200,826.54,49.48375810354790,1047.3456,105652954058052000000.00000000000000000000,
9802,71.92,1.64,27.0607864477273,1.92,26.74,0.03,69.65,1937.0,26.74003569303990,1399.6,0.9684371523915460,-1.7799999999999700,52.45788238679450,1013.4768,76392724326139900000.0000000000000000000,
9803,65.61,1.74,25.316260771520800,2.81,21.67,-0.01,100.54,1816.0,21.67063020214030,2004.2200000000000,1.532388355433620,221.6000000000000,49.00000130780520,970.4064,50695093459516600000.0000000000000000000,
9804,87.76,1.91,28.01184858043660,3.5,24.06,0.06,81.67,2564.0,24.056358104218600,1617.64,0.930606198723792,622.19,63.17680168580890,1295.723,79581115649970300000.0000000000000000000,
9805,61.95,1.64,24.50533335915050,2.69,23.03,0.01,86.88,1693.0,23.033164782867300,1751.11,1.4024213075060500,-565.1000000000000,46.76894598400630,1353.895,88017346527532300000.0000000000000000000,
9806,81.94,1.75,27.91795041624490,2.81,26.76,1.0,97.44,2245.0,26.755918367346900,1946.51,1.189162802050280,1293.81,59.064031428928900,885.1920000000000,60921580939640000000.0000000000000000000,
9807,66.63,1.73,29.416330276323900,1.99,22.26,0.01,92.66,1849.0,22.262688362457800,1852.91,1.390664865676120,1117.0700000000000,47.02989913688540,783.0828000000000,92180366257831500000.0000000000000000000,
9808,82.55,1.86,22.103618845575500,3.47,23.86,-0.02,78.71,2147.0,23.86114001618680,1563.28,0.9534827377347060,-543.4700000000000,64.30346264297750,1325.4752,91711791404114000000.0000000000000000000,
9809,116.55,1.62,35.0,2.31,44.41,-0.01,100.57,3114.0,44.41015089163240,2013.33,0.8628914628914630,2371.78,75.75750000000000,733.5454,99579793102621800000.0000000000000000000,
9810,103.57,1.66,35.0,3.11,37.59,0.02,89.17,2599.0,37.58528088256640,1778.0700000000000,0.8609635994979240,1733.61,67.3205,904.1882,77101530369078400000.0000000000000000000,
9811,79.23,1.62,31.809932432501800,2.5,30.19,0.01,86.63,2202.0,30.189757658893500,1738.04,1.0933989650385000,829.26,54.02699053372880,882.9040000000000,81764659873795700000.0000000000000000000,
9812,76.18,1.71,25.780263870862000,2.0,26.05,0.03,123.45,2111.0,26.052460586163300,2458.28,1.62050406930953,996.75,56.54059498317730,756.9264000000000,128673374923178000000.00000000000000000000,
9813,66.19,1.61,25.855613130682400,3.0,25.54,0.97,108.33,1998.0,25.53528027468080,2176.04,1.6366520622450500,316.1000000000000,49.076169668801300,1026.0424000000000,133440958134824000000.00000000000000000000,
9814,44.51,1.62,20.772038314578600,2.7,16.96,0.0,103.78,1397.0,16.96006706294770,2075.0,2.331610873960910,733.32,35.264365746181100,382.008,81151846605237000000.0000000000000000000,
9815,74.49,1.61,29.175910354821500,3.6,28.74,1.0,85.5,2123.0,28.73731723313140,1697.77,1.1478050745066500,656.6500000000000,52.75686437669340,949.1984,84434440725286400000.0000000000000000000,
9816,49.39,1.76,19.667910424712800,2.0,15.94,-0.02,79.19,1389.0,15.944602272727300,1578.53,1.603361004251870,543.43,39.67601904123430,934.7072,122184547858847000000.00000000000000000000,
9817,75.73,1.65,29.491619127997900,1.7,27.82,0.02,108.19,2137.0,27.81634527089070,2156.79,1.428628020599500,903.75,53.39599683436720,797.1336000000000,85727674902229300000.0000000000000000000,
9818,40.29,1.79,20.212979056050200,2.7,12.57,1.03,108.86,1077.0,12.574513904060400,2183.33,2.701911144204520,453.3,32.14619073831740,445.095,93274700279096700000.0000000000000000000,
9819,92.32,1.94,29.181790671807700,2.09,24.53,-0.02,107.93,2388.0,24.5297056010203,2162.89,1.1690857885615300,1565.83,65.37937085178710,798.9348,87322838779837200000.0000000000000000000,
9820,69.37,1.81,22.969090710616900,2.1,21.17,-0.01,72.67,1983.0,21.17456732089990,1441.59,1.0475709961078300,697.8,53.43634177404510,797.5618,60640203772836600000.0000000000000000000,
9821,92.46,1.74,28.97316211639220,3.08,30.54,0.05,112.81,2462.0,30.539040824415400,2262.26,1.2200951762924500,1538.84,65.67141430718370,974.624,82691497560311900000.0000000000000000000,
